2017-11-17-10-48-27    UserID [0]    Transaction Complete 
2017-11-17-10-48-27    UserID [1]    Transaction Complete 
2017-11-17-10-48-27    UserID [0]    Transaction Complete 
2017-11-17-10-48-27    UserID [1]    Transaction Complete 
2017-11-17-10-48-27    UserID [1]    Transaction Complete 
2017-11-17-10-48-27    UserID [0]    Transaction Complete 
2017-11-17-10-48-28    UserID [1]    Transaction Complete 
2017-11-17-10-48-28    UserID [0]    Transaction Complete 
2017-11-17-10-48-28    UserID [1]    Transaction Complete 
2017-11-17-10-48-28    UserID [0]    Transaction Complete 
2017-11-17-10-48-28    UserID [1]    Transaction Complete 
2017-11-17-10-48-28    UserID [0]    Transaction Complete 
2017-11-17-10-48-28    UserID [0]    Transaction Complete 
2017-11-17-10-48-28    UserID [1]    Transaction Complete 
2017-11-17-10-48-29    UserID [0]    Transaction Complete 
2017-11-17-10-48-29    UserID [1]    Transaction Complete 
2017-11-17-10-48-29    UserID [0]    Transaction Complete 
2017-11-17-10-48-29    UserID [1]    Transaction Complete 
2017-11-17-10-48-29    UserID [0]    Transaction Complete 
2017-11-17-10-48-29    UserID [1]    Transaction Complete 
2017-11-17-10-48-29    UserID [1]    Transaction Complete 
2017-11-17-10-48-29    UserID [0]    Transaction Complete 
2017-11-17-10-48-30    UserID [1]    Transaction Complete 
2017-11-17-10-48-30    UserID [0]    Transaction Complete 
2017-11-17-10-48-30    UserID [1]    Transaction Complete 
2017-11-17-10-48-30    UserID [0]    Transaction Complete 
2017-11-17-10-48-30    UserID [1]    Transaction Complete 
2017-11-17-10-48-30    UserID [0]    Transaction Complete 
2017-11-17-10-48-30    UserID [0]    Transaction Complete 
2017-11-17-10-48-30    UserID [1]    Transaction Complete 
2017-11-17-10-48-31    UserID [0]    Transaction Complete 
2017-11-17-10-48-31    UserID [1]    Transaction Complete 
2017-11-17-10-48-31    UserID [0]    Transaction Complete 
2017-11-17-10-48-31    UserID [1]    Transaction Complete 
2017-11-17-10-48-31    UserID [1]    Transaction Complete 
2017-11-17-10-48-31    UserID [0]    Transaction Complete 
2017-11-17-10-48-31    UserID [1]    Transaction Complete 
2017-11-17-10-48-31    UserID [0]    Transaction Complete 
2017-11-17-10-48-31    UserID [1]    Transaction Complete 
2017-11-17-10-48-31    UserID [0]    Transaction Complete 
2017-11-17-10-48-32    UserID [1]    Transaction Complete 
2017-11-17-10-48-32    UserID [0]    Transaction Complete 
2017-11-17-10-48-32    UserID [1]    Transaction Complete 
2017-11-17-10-48-32    UserID [0]    Transaction Complete 
2017-11-17-10-48-32    UserID [0]    Transaction Complete 
2017-11-17-10-48-32    UserID [1]    Transaction Complete 
2017-11-17-10-48-32    UserID [0]    Transaction Complete 
2017-11-17-10-48-32    UserID [1]    Transaction Complete 
2017-11-17-10-48-33    UserID [0]    Transaction Complete 
2017-11-17-10-48-33    UserID [1]    Transaction Complete 
2017-11-17-10-48-33    UserID [1]    Transaction Complete 
2017-11-17-10-48-33    UserID [0]    Transaction Complete 
2017-11-17-10-48-33    UserID [0]    Transaction Complete 
2017-11-17-10-48-33    UserID [1]    Transaction Complete 
2017-11-17-10-48-33    UserID [0]    Transaction Complete 
2017-11-17-10-48-33    UserID [1]    Transaction Complete 
2017-11-17-10-48-34    UserID [0]    Transaction Complete 
2017-11-17-10-48-34    UserID [1]    Transaction Complete 
2017-11-17-10-48-34    UserID [1]    Transaction Complete 
2017-11-17-10-48-34    UserID [0]    Transaction Complete 
2017-11-17-10-48-34    UserID [0]    Transaction Complete 
2017-11-17-10-48-34    UserID [1]    Transaction Complete 
2017-11-17-10-48-34    UserID [0]    Transaction Complete 
2017-11-17-10-48-34    UserID [1]    Transaction Complete 
2017-11-17-10-48-35    UserID [1]    Transaction Complete 
2017-11-17-10-48-35    UserID [0]    Transaction Complete 
2017-11-17-10-48-35    UserID [1]    Transaction Complete 
2017-11-17-10-48-35    UserID [0]    Transaction Complete 
2017-11-17-10-48-35    UserID [0]    Transaction Complete 
2017-11-17-10-48-35    UserID [1]    Transaction Complete 
2017-11-17-10-48-35    UserID [0]    Transaction Complete 
2017-11-17-10-48-35    UserID [1]    Transaction Complete 
2017-11-17-10-48-36    UserID [0]    Transaction Complete 
2017-11-17-10-48-36    UserID [1]    Transaction Complete 
2017-11-17-10-48-36    UserID [1]    Transaction Complete 
2017-11-17-10-48-36    UserID [0]    Transaction Complete 
2017-11-17-10-48-36    UserID [0]    Transaction Complete 
2017-11-17-10-48-36    UserID [1]    Transaction Complete 
2017-11-17-10-48-36    UserID [0]    Transaction Complete 
2017-11-17-10-48-36    UserID [1]    Transaction Complete 
2017-11-17-10-48-37    UserID [0]    Transaction Complete 
2017-11-17-10-48-37    UserID [1]    Transaction Complete 
2017-11-17-10-48-37    UserID [0]    Transaction Complete 
2017-11-17-10-48-37    UserID [1]    Transaction Complete 
2017-11-17-10-48-37    UserID [0]    Transaction Complete 
2017-11-17-10-48-37    UserID [1]    Transaction Complete 
2017-11-17-10-48-37    UserID [0]    Transaction Complete 
2017-11-17-10-48-37    UserID [1]    Transaction Complete 
2017-11-17-10-48-38    UserID [0]    Transaction Complete 
2017-11-17-10-48-38    UserID [1]    Transaction Complete 
2017-11-17-10-48-38    UserID [1]    Transaction Complete 
2017-11-17-10-48-38    UserID [0]    Transaction Complete 
2017-11-17-10-48-38    UserID [1]    Transaction Complete 
2017-11-17-10-48-38    UserID [0]    Transaction Complete 
2017-11-17-10-48-38    UserID [0]    Transaction Complete 
2017-11-17-10-48-38    UserID [1]    Transaction Complete 
2017-11-17-10-48-38    UserID [1]    Transaction Complete 
2017-11-17-10-48-39    UserID [0]    Transaction Complete 
2017-11-17-10-48-39    UserID [1]    Transaction Complete 
2017-11-17-10-48-39    UserID [0]    Transaction Complete 
2017-11-17-10-48-39    UserID [1]    Transaction Complete 
2017-11-17-10-48-39    UserID [0]    Transaction Complete 
2017-11-17-10-48-39    UserID [0]    Transaction Complete 
2017-11-17-10-48-39    UserID [1]    Transaction Complete 
2017-11-17-10-48-39    UserID [0]    Transaction Complete 
2017-11-17-10-48-39    UserID [1]    Transaction Complete 
2017-11-17-10-48-40    UserID [0]    Transaction Complete 
2017-11-17-10-48-40    UserID [1]    Transaction Complete 
2017-11-17-10-48-40    UserID [1]    Transaction Complete 
2017-11-17-10-48-40    UserID [0]    Transaction Complete 
2017-11-17-10-48-40    UserID [0]    Transaction Complete 
2017-11-17-10-48-40    UserID [1]    Transaction Complete 
2017-11-17-10-48-40    UserID [1]    Transaction Complete 
2017-11-17-10-48-40    UserID [0]    Transaction Complete 
2017-11-17-10-48-41    UserID [1]    Transaction Complete 
2017-11-17-10-48-41    UserID [0]    Transaction Complete 
2017-11-17-10-48-41    UserID [0]    Transaction Complete 
2017-11-17-10-48-41    UserID [1]    Transaction Complete 
2017-11-17-10-48-41    UserID [1]    Transaction Complete 
2017-11-17-10-48-41    UserID [0]    Transaction Complete 
2017-11-17-10-48-41    UserID [0]    Transaction Complete 
2017-11-17-10-48-41    UserID [1]    Transaction Complete 
2017-11-17-10-48-42    UserID [1]    Transaction Complete 
2017-11-17-10-48-42    UserID [0]    Transaction Complete 
2017-11-17-10-48-42    UserID [1]    Transaction Complete 
2017-11-17-10-48-42    UserID [0]    Transaction Complete 
2017-11-17-10-48-42    UserID [1]    Transaction Complete 
2017-11-17-10-48-42    UserID [0]    Transaction Complete 
2017-11-17-10-48-42    UserID [0]    Transaction Complete 
2017-11-17-10-48-42    UserID [1]    Transaction Complete 
2017-11-17-10-48-43    UserID [1]    Transaction Complete 
2017-11-17-10-48-43    UserID [0]    Transaction Complete 
2017-11-17-10-48-43    UserID [1]    Transaction Complete 
2017-11-17-10-48-43    UserID [0]    Transaction Complete 
2017-11-17-10-48-43    UserID [0]    Transaction Complete 
2017-11-17-10-48-43    UserID [1]    Transaction Complete 
2017-11-17-10-48-43    UserID [0]    Transaction Complete 
2017-11-17-10-48-43    UserID [1]    Transaction Complete 
2017-11-17-10-48-44    UserID [0]    Transaction Complete 
2017-11-17-10-48-44    UserID [1]    Transaction Complete 
2017-11-17-10-48-44    UserID [0]    Transaction Complete 
2017-11-17-10-48-44    UserID [1]    Transaction Complete 
2017-11-17-10-48-44    UserID [1]    Transaction Complete 
2017-11-17-10-48-44    UserID [0]    Transaction Complete 
2017-11-17-10-48-44    UserID [1]    Transaction Complete 
2017-11-17-10-48-44    UserID [0]    Transaction Complete 
2017-11-17-10-48-45    UserID [0]    Transaction Complete 
2017-11-17-10-48-45    UserID [1]    Transaction Complete 
2017-11-17-10-48-45    UserID [0]    Transaction Complete 
2017-11-17-10-48-45    UserID [1]    Transaction Complete 
2017-11-17-10-48-45    UserID [0]    Transaction Complete 
2017-11-17-10-48-45    UserID [1]    Transaction Complete 
2017-11-17-10-48-45    UserID [1]    Transaction Complete 
2017-11-17-10-48-45    UserID [0]    Transaction Complete 
2017-11-17-10-48-46    UserID [1]    Transaction Complete 
2017-11-17-10-48-46    UserID [0]    Transaction Complete 
2017-11-17-10-48-46    UserID [0]    Transaction Complete 
2017-11-17-10-48-46    UserID [1]    Transaction Complete 
2017-11-17-10-48-46    UserID [0]    Transaction Complete 
2017-11-17-10-48-46    UserID [1]    Transaction Complete 
2017-11-17-10-48-46    UserID [0]    Transaction Complete 
2017-11-17-10-48-46    UserID [1]    Transaction Complete 
2017-11-17-10-48-47    UserID [0]    Transaction Complete 
2017-11-17-10-48-47    UserID [1]    Transaction Complete 
2017-11-17-10-48-47    UserID [0]    Transaction Complete 
2017-11-17-10-48-47    UserID [1]    Transaction Complete 
2017-11-17-10-48-47    UserID [1]    Transaction Complete 
2017-11-17-10-48-47    UserID [0]    Transaction Complete 
2017-11-17-10-48-47    UserID [0]    Transaction Complete 
2017-11-17-10-48-47    UserID [1]    Transaction Complete 
2017-11-17-10-48-47    UserID [1]    Transaction Complete 
2017-11-17-10-48-47    UserID [0]    Transaction Complete 
2017-11-17-10-48-48    UserID [0]    Transaction Complete 
2017-11-17-10-48-48    UserID [1]    Transaction Complete 
2017-11-17-10-48-48    UserID [1]    Transaction Complete 
2017-11-17-10-48-48    UserID [0]    Transaction Complete 
2017-11-17-10-48-48    UserID [1]    Transaction Complete 
2017-11-17-10-48-48    UserID [0]    Transaction Complete 
2017-11-17-10-48-48    UserID [1]    Transaction Complete 
2017-11-17-10-48-48    UserID [0]    Transaction Complete 
2017-11-17-10-48-49    UserID [1]    Transaction Complete 
2017-11-17-10-48-49    UserID [0]    Transaction Complete 
2017-11-17-10-48-49    UserID [1]    Transaction Complete 
2017-11-17-10-48-49    UserID [0]    Transaction Complete 
2017-11-17-10-48-49    UserID [1]    Transaction Complete 
2017-11-17-10-48-49    UserID [0]    Transaction Complete 
2017-11-17-10-48-49    UserID [0]    Transaction Complete 
2017-11-17-10-48-49    UserID [1]    Transaction Complete 
2017-11-17-10-48-50    UserID [1]    Transaction Complete 
2017-11-17-10-48-50    UserID [0]    Transaction Complete 
2017-11-17-10-48-50    UserID [1]    Transaction Complete 
2017-11-17-10-48-50    UserID [0]    Transaction Complete 
2017-11-17-10-48-50    UserID [0]    Transaction Complete 
2017-11-17-10-48-50    UserID [1]    Transaction Complete 
2017-11-17-10-48-50    UserID [0]    Transaction Complete 
2017-11-17-10-48-50    UserID [1]    Transaction Complete 
2017-11-17-10-48-51    UserID [0]    Transaction Complete 
2017-11-17-10-48-51    UserID [1]    Transaction Complete 
2017-11-17-10-48-51    UserID [1]    Transaction Complete 
2017-11-17-10-48-51    UserID [0]    Transaction Complete 
2017-11-17-10-48-51    UserID [1]    Transaction Complete 
2017-11-17-10-48-51    UserID [0]    Transaction Complete 
2017-11-17-10-48-51    UserID [1]    Transaction Complete 
2017-11-17-10-48-51    UserID [0]    Transaction Complete 
2017-11-17-10-48-52    UserID [1]    Transaction Complete 
2017-11-17-10-48-52    UserID [0]    Transaction Complete 
2017-11-17-10-48-52    UserID [0]    Transaction Complete 
2017-11-17-10-48-52    UserID [1]    Transaction Complete 
2017-11-17-10-48-52    UserID [1]    Transaction Complete 
2017-11-17-10-48-52    UserID [0]    Transaction Complete 
2017-11-17-10-48-52    UserID [1]    Transaction Complete 
2017-11-17-10-48-52    UserID [0]    Transaction Complete 
2017-11-17-10-48-53    UserID [1]    Transaction Complete 
2017-11-17-10-48-53    UserID [0]    Transaction Complete 
2017-11-17-10-48-53    UserID [0]    Transaction Complete 
2017-11-17-10-48-53    UserID [1]    Transaction Complete 
2017-11-17-10-48-53    UserID [0]    Transaction Complete 
2017-11-17-10-48-53    UserID [1]    Transaction Complete 
2017-11-17-10-48-53    UserID [1]    Transaction Complete 
2017-11-17-10-48-53    UserID [0]    Transaction Complete 
2017-11-17-10-48-54    UserID [0]    Transaction Complete 
2017-11-17-10-48-54    UserID [1]    Transaction Complete 
2017-11-17-10-48-54    UserID [0]    Transaction Complete 
2017-11-17-10-48-54    UserID [1]    Transaction Complete 
2017-11-17-10-48-54    UserID [0]    Transaction Complete 
2017-11-17-10-48-54    UserID [1]    Transaction Complete 
2017-11-17-10-48-54    UserID [0]    Transaction Complete 
2017-11-17-10-48-54    UserID [1]    Transaction Complete 
2017-11-17-10-48-55    UserID [0]    Transaction Complete 
2017-11-17-10-48-55    UserID [1]    Transaction Complete 
2017-11-17-10-48-55    UserID [0]    Transaction Complete 
2017-11-17-10-48-55    UserID [1]    Transaction Complete 
2017-11-17-10-48-55    UserID [0]    Transaction Complete 
2017-11-17-10-48-55    UserID [1]    Transaction Complete 
2017-11-17-10-48-55    UserID [1]    Transaction Complete 
2017-11-17-10-48-55    UserID [0]    Transaction Complete 
2017-11-17-10-48-56    UserID [0]    Transaction Complete 
2017-11-17-10-48-56    UserID [1]    Transaction Complete 
2017-11-17-10-48-56    UserID [1]    Transaction Complete 
2017-11-17-10-48-56    UserID [0]    Transaction Complete 
2017-11-17-10-48-56    UserID [1]    Transaction Complete 
2017-11-17-10-48-56    UserID [0]    Transaction Complete 
2017-11-17-10-48-56    UserID [1]    Transaction Complete 
2017-11-17-10-48-56    UserID [0]    Transaction Complete 
2017-11-17-10-48-56    UserID [1]    Transaction Complete 
2017-11-17-10-48-57    UserID [0]    Transaction Complete 
2017-11-17-10-48-57    UserID [0]    Transaction Complete 
2017-11-17-10-48-57    UserID [1]    Transaction Complete 
2017-11-17-10-48-57    UserID [1]    Transaction Complete 
2017-11-17-10-48-57    UserID [0]    Transaction Complete 
2017-11-17-10-48-57    UserID [0]    Transaction Complete 
2017-11-17-10-48-57    UserID [1]    Transaction Complete 
2017-11-17-10-48-57    UserID [0]    Transaction Complete 
2017-11-17-10-48-57    UserID [1]    Transaction Complete 
2017-11-17-10-48-58    UserID [0]    Transaction Complete 
2017-11-17-10-48-58    UserID [1]    Transaction Complete 
2017-11-17-10-48-58    UserID [0]    Transaction Complete 
2017-11-17-10-48-58    UserID [1]    Transaction Complete 
2017-11-17-10-48-58    UserID [1]    Transaction Complete 
2017-11-17-10-48-58    UserID [0]    Transaction Complete 
2017-11-17-10-48-58    UserID [1]    Transaction Complete 
2017-11-17-10-48-58    UserID [0]    Transaction Complete 
2017-11-17-10-48-59    UserID [0]    Transaction Complete 
2017-11-17-10-48-59    UserID [1]    Transaction Complete 
2017-11-17-10-48-59    UserID [1]    Transaction Complete 
2017-11-17-10-48-59    UserID [0]    Transaction Complete 
2017-11-17-10-48-59    UserID [0]    Transaction Complete 
2017-11-17-10-48-59    UserID [1]    Transaction Complete 
2017-11-17-10-48-59    UserID [0]    Transaction Complete 
2017-11-17-10-48-59    UserID [1]    Transaction Complete 
2017-11-17-10-49-0    UserID [0]    Transaction Complete 
2017-11-17-10-49-0    UserID [1]    Transaction Complete 
2017-11-17-10-49-0    UserID [0]    Transaction Complete 
2017-11-17-10-49-0    UserID [1]    Transaction Complete 
2017-11-17-10-49-0    UserID [1]    Transaction Complete 
2017-11-17-10-49-0    UserID [0]    Transaction Complete 
2017-11-17-10-49-0    UserID [0]    Transaction Complete 
2017-11-17-10-49-0    UserID [1]    Transaction Complete 
2017-11-17-10-49-1    UserID [1]    Transaction Complete 
2017-11-17-10-49-1    UserID [0]    Transaction Complete 
2017-11-17-10-49-1    UserID [0]    Transaction Complete 
2017-11-17-10-49-1    UserID [1]    Transaction Complete 
2017-11-17-10-49-1    UserID [0]    Transaction Complete 
2017-11-17-10-49-1    UserID [1]    Transaction Complete 
2017-11-17-10-49-1    UserID [1]    Transaction Complete 
2017-11-17-10-49-1    UserID [0]    Transaction Complete 
2017-11-17-10-49-2    UserID [1]    Transaction Complete 
2017-11-17-10-49-2    UserID [0]    Transaction Complete 
2017-11-17-10-49-2    UserID [0]    Transaction Complete 
2017-11-17-10-49-2    UserID [1]    Transaction Complete 
2017-11-17-10-49-2    UserID [0]    Transaction Complete 
2017-11-17-10-49-2    UserID [1]    Transaction Complete 
2017-11-17-10-49-2    UserID [0]    Transaction Complete 
2017-11-17-10-49-2    UserID [1]    Transaction Complete 
2017-11-17-10-49-3    UserID [1]    Transaction Complete 
2017-11-17-10-49-3    UserID [0]    Transaction Complete 
2017-11-17-10-49-3    UserID [0]    Transaction Complete 
2017-11-17-10-49-3    UserID [1]    Transaction Complete 
2017-11-17-10-49-3    UserID [0]    Transaction Complete 
2017-11-17-10-49-3    UserID [1]    Transaction Complete 
2017-11-17-10-49-3    UserID [1]    Transaction Complete 
2017-11-17-10-49-3    UserID [0]    Transaction Complete 
2017-11-17-10-49-4    UserID [1]    Transaction Complete 
2017-11-17-10-49-4    UserID [0]    Transaction Complete 
2017-11-17-10-49-4    UserID [0]    Transaction Complete 
2017-11-17-10-49-4    UserID [1]    Transaction Complete 
2017-11-17-10-49-4    UserID [1]    Transaction Complete 
2017-11-17-10-49-4    UserID [0]    Transaction Complete 
2017-11-17-10-49-4    UserID [0]    Transaction Complete 
2017-11-17-10-49-4    UserID [1]    Transaction Complete 
2017-11-17-10-49-5    UserID [0]    Transaction Complete 
2017-11-17-10-49-5    UserID [1]    Transaction Complete 
2017-11-17-10-49-5    UserID [0]    Transaction Complete 
2017-11-17-10-49-5    UserID [1]    Transaction Complete 
2017-11-17-10-49-5    UserID [1]    Transaction Complete 
2017-11-17-10-49-5    UserID [0]    Transaction Complete 
2017-11-17-10-49-5    UserID [1]    Transaction Complete 
2017-11-17-10-49-5    UserID [0]    Transaction Complete 
2017-11-17-10-49-6    UserID [1]    Transaction Complete 
2017-11-17-10-49-6    UserID [0]    Transaction Complete 
2017-11-17-10-49-6    UserID [0]    Transaction Complete 
2017-11-17-10-49-6    UserID [1]    Transaction Complete 
2017-11-17-10-49-6    UserID [1]    Transaction Complete 
2017-11-17-10-49-6    UserID [0]    Transaction Complete 
2017-11-17-10-49-6    UserID [1]    Transaction Complete 
2017-11-17-10-49-6    UserID [0]    Transaction Complete 
2017-11-17-10-49-7    UserID [0]    Transaction Complete 
2017-11-17-10-49-7    UserID [1]    Transaction Complete 
2017-11-17-10-49-7    UserID [1]    Transaction Complete 
2017-11-17-10-49-7    UserID [0]    Transaction Complete 
2017-11-17-10-49-7    UserID [1]    Transaction Complete 
2017-11-17-10-49-7    UserID [0]    Transaction Complete 
2017-11-17-10-49-7    UserID [1]    Transaction Complete 
2017-11-17-10-49-7    UserID [0]    Transaction Complete 
2017-11-17-10-49-8    UserID [1]    Transaction Complete 
2017-11-17-10-49-8    UserID [0]    Transaction Complete 
2017-11-17-10-49-8    UserID [0]    Transaction Complete 
2017-11-17-10-49-8    UserID [1]    Transaction Complete 
2017-11-17-10-49-8    UserID [0]    Transaction Complete 
2017-11-17-10-49-8    UserID [1]    Transaction Complete 
2017-11-17-10-49-8    UserID [1]    Transaction Complete 
2017-11-17-10-49-8    UserID [0]    Transaction Complete 
2017-11-17-10-49-9    UserID [0]    Transaction Complete 
2017-11-17-10-49-9    UserID [1]    Transaction Complete 
2017-11-17-10-49-9    UserID [1]    Transaction Complete 
2017-11-17-10-49-9    UserID [0]    Transaction Complete 
2017-11-17-10-49-9    UserID [1]    Transaction Complete 
2017-11-17-10-49-9    UserID [0]    Transaction Complete 
2017-11-17-10-49-9    UserID [1]    Transaction Complete 
2017-11-17-10-49-9    UserID [0]    Transaction Complete 
2017-11-17-10-49-10    UserID [0]    Transaction Complete 
2017-11-17-10-49-10    UserID [1]    Transaction Complete 
2017-11-17-10-49-10    UserID [0]    Transaction Complete 
2017-11-17-10-49-10    UserID [1]    Transaction Complete 
2017-11-17-10-49-10    UserID [0]    Transaction Complete 
2017-11-17-10-49-10    UserID [1]    Transaction Complete 
2017-11-17-10-49-10    UserID [0]    Transaction Complete 
2017-11-17-10-49-10    UserID [1]    Transaction Complete 
2017-11-17-10-49-11    UserID [1]    Transaction Complete 
2017-11-17-10-49-11    UserID [0]    Transaction Complete 
2017-11-17-10-49-11    UserID [0]    Transaction Complete 
2017-11-17-10-49-11    UserID [1]    Transaction Complete 
2017-11-17-10-49-11    UserID [0]    Transaction Complete 
2017-11-17-10-49-11    UserID [1]    Transaction Complete 
2017-11-17-10-49-11    UserID [1]    Transaction Complete 
2017-11-17-10-49-11    UserID [0]    Transaction Complete 
2017-11-17-10-49-11    UserID [1]    Transaction Complete 
2017-11-17-10-49-11    UserID [0]    Transaction Complete 
2017-11-17-10-49-12    UserID [1]    Transaction Complete 
2017-11-17-10-49-12    UserID [0]    Transaction Complete 
2017-11-17-10-49-12    UserID [1]    Transaction Complete 
2017-11-17-10-49-12    UserID [0]    Transaction Complete 
2017-11-17-10-49-12    UserID [1]    Transaction Complete 
2017-11-17-10-49-12    UserID [0]    Transaction Complete 
2017-11-17-10-49-12    UserID [1]    Transaction Complete 
2017-11-17-10-49-13    UserID [0]    Transaction Complete 
2017-11-17-10-49-13    UserID [1]    Transaction Complete 
2017-11-17-10-49-13    UserID [0]    Transaction Complete 
2017-11-17-10-49-13    UserID [0]    Transaction Complete 
2017-11-17-10-49-13    UserID [1]    Transaction Complete 
2017-11-17-10-49-13    UserID [0]    Transaction Complete 
2017-11-17-10-49-13    UserID [1]    Transaction Complete 
2017-11-17-10-49-13    UserID [1]    Transaction Complete 
2017-11-17-10-49-13    UserID [0]    Transaction Complete 
2017-11-17-10-49-14    UserID [1]    Transaction Complete 
2017-11-17-10-49-14    UserID [0]    Transaction Complete 
2017-11-17-10-49-14    UserID [0]    Transaction Complete 
2017-11-17-10-49-14    UserID [1]    Transaction Complete 
2017-11-17-10-49-14    UserID [1]    Transaction Complete 
2017-11-17-10-49-14    UserID [0]    Transaction Complete 
2017-11-17-10-49-14    UserID [1]    Transaction Complete 
2017-11-17-10-49-14    UserID [0]    Transaction Complete 
2017-11-17-10-49-15    UserID [0]    Transaction Complete 
2017-11-17-10-49-15    UserID [1]    Transaction Complete 
2017-11-17-10-49-15    UserID [0]    Transaction Complete 
2017-11-17-10-49-15    UserID [1]    Transaction Complete 
2017-11-17-10-49-15    UserID [1]    Transaction Complete 
2017-11-17-10-49-15    UserID [0]    Transaction Complete 
2017-11-17-10-49-15    UserID [1]    Transaction Complete 
2017-11-17-10-49-15    UserID [0]    Transaction Complete 
2017-11-17-10-49-16    UserID [0]    Transaction Complete 
2017-11-17-10-49-16    UserID [1]    Transaction Complete 
2017-11-17-10-49-16    UserID [1]    Transaction Complete 
2017-11-17-10-49-16    UserID [0]    Transaction Complete 
2017-11-17-10-49-16    UserID [0]    Transaction Complete 
2017-11-17-10-49-16    UserID [1]    Transaction Complete 
